Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP45,OUT013,4019.6184018082417
NCM54,OUT045,1840.4810431861308
FDW10,OUT019,519.2101090510968
FDP20,OUT017,1881.7888602733856
FDK32,OUT046,2250.052610338357
FDN52,OUT049,1375.1364690476566
FDM58,OUT045,1693.0225154894486
FDZ46,OUT027,2816.3340223241044
NCA18,OUT018,1451.5778995022777
FDD35,OUT046,1800.2680929606863
NCK31,OUT035,941.0869592820849
FDI40,OUT027,2665.7289832813703
FDT50,OUT019,105.39147013861907
NCT06,OUT046,2423.6695735096605
FDT31,OUT035,2822.629448408353
FDT45,OUT049,966.3793406876844
FDT13,OUT045,2801.3308958139987
FDO50,OUT045,1368.7163519758067
NCU18,OUT010,313.45948784895654
NCR54,OUT049,2937.2320168718497
NCO18,OUT018,2316.5360949754618
FDU09,OUT045,1036.5411337218668
FDT13,OUT018,2452.8341131148013
FDE09,OUT046,1663.1927931307055
NCK53,OUT019,113.90300635479252
FDG45,OUT049,3308.703537945843
DRH15,OUT035,880.3984974098944
FDO21,OUT019,994.9515400567462
FDD14,OUT027,4184.114017540942
FDC09,OUT046,1567.114752763052
FDH45,OUT027,1788.755568365486
FDV32,OUT046,1082.7762829892054
FDG12,OUT035,1810.797024478096
FDS32,OUT013,2025.7003689634062
NCL55,OUT018,3604.221610579918
DRE01,OUT035,3868.338350454483
DRE15,OUT049,1225.2223739472881
NCL42,OUT045,3931.935144700114
FDP31,OUT013,1032.2781369571767
FDN33,OUT018,1205.3791859002997
FDZ59,OUT046,2465.4205619356458
FDE45,OUT010,572.0500608807879
FDJ07,OUT013,1701.7536009554306
FDQ45,OUT018,2483.1911300549004
FDM33,OUT027,5009.51888811267
FDO15,OUT010,59.605721248999735
FDM46,OUT013,1346.3576566902743
FDR03,OUT045,3204.2235324988374
FDY49,OUT018,2166.534935293802
FDQ60,OUT045,1776.1802818433694
FDW10,OUT049,2629.741917432367
FDO51,OUT049,923.0083648444689
FDJ40,OUT018,1377.6645178733638
FDS20,OUT018,2376.012808660764
FDU45,OUT013,1649.2403944533048
FDV02,OUT035,2500.9018837554813
FDN09,OUT046,3852.3149215862304
NCM55,OUT027,4283.178633888314
FDN23,OUT018,1849.3725489422438
FDY31,OUT010,345.85005373013763
FDW03,OUT010,167.2885063596348
FDD14,OUT046,2681.491495858627
FDV23,OUT017,1846.148693810451
DRI03,OUT045,2626.0267563651305
FDN13,OUT035,1461.2641601397097
FDF45,OUT027,2045.8871845704468
FDU46,OUT035,1406.027470767578
FDB57,OUT049,3507.3236614965194
FDV12,OUT049,1531.203993041426
FDQ58,OUT013,2177.2078720324025
NCA18,OUT017,1734.401235630169
FDH52,OUT049,1094.6620709611375
FDM24,OUT018,1926.0664707962294
NCP43,OUT027,4177.1037264358465
NCO18,OUT019,533.3215681985831
FDM32,OUT017,1399.6959666946193
NCL07,OUT017,834.2590716014123
FDK03,OUT013,4031.509237910219
FDP59,OUT017,1564.7508682386608
FDQ24,OUT049,4018.2137104878398
FDQ16,OUT018,1341.916537766542
FDU44,OUT013,2343.1151777986674
FDH28,OUT010,1.344137241354083
FDV28,OUT019,0.01072188297055975
FDM22,OUT045,1006.7289602205827
FDR56,OUT046,2991.624554560614
FDV39,OUT049,3004.0514352624846
FDU37,OUT019,55.440400450613154
FDQ11,OUT010,1403.0743844103883
FDX02,OUT045,3456.478707217761
NCS42,OUT018,1161.232415626457
FDY57,OUT027,2580.988104738232
FDB21,OUT049,3825.18313896438
FDE28,OUT017,3669.3601087787993
FDQ55,OUT017,1739.2061444165806
FDA48,OUT049,3431.394815482937
FDZ19,OUT045,2588.2514194633195
NCC43,OUT045,4056.879100121935
NCV18,OUT046,1274.512528040201
NCA42,OUT018,2034.072133534768
FDY45,OUT046,4137.377991902519
NCC30,OUT045,2663.77486611286
FDM57,OUT013,1307.356837005549
FDL09,OUT010,490.01015712335027
FDB09,OUT027,3053.926821858104
FDT44,OUT035,1735.087278939277
NCT06,OUT027,3822.396026236664
FDX26,OUT049,2720.758193996032
FDK32,OUT013,2218.565839556097
DRA12,OUT046,2101.226369247028
FDO46,OUT010,690.45815747078
FDE52,OUT013,1321.5809092555753
NCH42,OUT045,3624.862829291623
FDV08,OUT035,867.0918786304649
FDB47,OUT018,2859.849300330079
FDC28,OUT010,164.36988324619728
FDD22,OUT046,1675.2992811541258
FDS07,OUT027,2872.072518778156
DRI13,OUT045,3362.2850790833013
FDG32,OUT018,3012.707096722722
FDU14,OUT017,4028.238979611977
FDD28,OUT019,13.271626055939441
NCP41,OUT017,1644.1898622206377
FDS08,OUT049,2617.291399939323
FDX47,OUT045,2370.3064119453275
FDC53,OUT019,113.67491407602357
FDQ19,OUT035,3920.8443104235416
FDL14,OUT045,2329.2220578818947
FDM33,OUT019,913.4469466307064
FDA51,OUT045,1691.2209540794395
FDZ27,OUT018,725.3013464076153
FDT04,OUT046,826.7492985936608
DRC13,OUT049,1898.9300073709123
FDR16,OUT027,4955.041302656163
FDQ03,OUT027,5484.013853382793
FDE38,OUT035,2497.6378179681806
DRH23,OUT027,1929.4042273258435
FDT11,OUT019,642.5042709258702
FDD09,OUT035,2692.85167912072
FDR40,OUT045,1325.3104296958347
FDX07,OUT017,2816.345523579286
FDR07,OUT035,1447.1462461659835
FDA51,OUT017,1727.5064363357242
FDT59,OUT019,1015.219604623348
FDF20,OUT017,2977.0317184813753
FDR13,OUT045,1736.5386866640704
FDY26,OUT049,3267.4119128649095
FDW04,OUT017,1969.7657649487626
FDK52,OUT017,3544.2985464829662
FDN60,OUT049,2288.7634548561696
FDM09,OUT019,506.1947328246206
FDP46,OUT049,1350.8422496278104
FDB50,OUT019,42.3618578087572
NCQ29,OUT049,4182.89940306495
FDP16,OUT027,5635.394632217442
FDX33,OUT018,2093.2638529438
FDP07,OUT010,716.3312977323247
FDN22,OUT046,4054.9078492530352
FDF39,OUT049,4328.230026991891
FDS21,OUT017,1093.0163402214207
NCM42,OUT013,1551.180624714599
FDK50,OUT019,435.4813091540079
DRF13,OUT027,3495.5256300546043
FDH35,OUT018,2087.6579143904232
FDP60,OUT018,1218.5607856976326
DRJ49,OUT027,3182.408347065659
NCT42,OUT019,341.64070163928983
FDE38,OUT049,2491.913340583189
FDI04,OUT049,3060.0159283683583
NCH54,OUT045,2316.612958387833
FDT56,OUT049,1042.3333491716676
DRD15,OUT018,3235.6033424890625
FDV58,OUT013,2853.5220845414497
FDP21,OUT049,2894.9382847231286
FDH05,OUT013,3610.048681019847
FDR10,OUT027,3785.807052618175
NCP06,OUT045,2179.1191999184507
FDF33,OUT049,1605.2721171590595
DRK37,OUT013,2794.3738988305
DRH49,OUT045,1310.7310972139237
FDT58,OUT013,2413.5721215756844
FDD41,OUT018,1327.3159103387286
FDP40,OUT018,1413.5834339538176
FDM51,OUT027,2718.1078860234015
FDO45,OUT010,89.72607729664952
FDW33,OUT010,146.03818468175683
FDY24,OUT045,1014.2581338424627
FDB10,OUT010,1134.0704822033158
FDM40,OUT035,2058.8484037625435
NCI06,OUT017,2733.1451228114393
FDW12,OUT019,325.09850864873755
FDX48,OUT027,3680.085226531324
NCW05,OUT027,2721.3905831462334
FDX27,OUT017,1466.7855819892236
DRM37,OUT045,2995.908636671541
FDA38,OUT045,3848.977224993567
FDR36,OUT046,850.1457617360429
FDZ45,OUT046,3010.1142918547553
FDG05,OUT017,2396.7526226073596
FDK28,OUT013,4100.7922809412485
FDV47,OUT045,1306.7595363791668
FDN21,OUT045,2353.602782408276
FDP20,OUT027,3100.7451428670906
FDI35,OUT045,2726.0537126126715
DRY23,OUT013,855.1296352572408
FDA56,OUT017,1835.7782603853304
FDB09,OUT013,1737.011706043748
NCO26,OUT027,2920.3347767455675
FDQ49,OUT018,2005.6288580720834
FDI52,OUT027,2998.297035678581
FDZ44,OUT027,2927.7519676757615
FDZ09,OUT018,2082.0890445666123
FDY03,OUT049,1705.5601937483345
NCG42,OUT017,1917.2965271015519
DRI13,OUT027,5012.322524147201
FDQ32,OUT013,1813.0643699133855
FDW16,OUT035,1422.7637094192396
FDU27,OUT046,906.0813229246119
FDR28,OUT010,479.5500137187916
FDQ49,OUT010,436.7413479659359
FDS37,OUT046,1711.6867485776074
FDW26,OUT018,3057.3794066753867
FDX12,OUT018,3443.3622005709144
NCP06,OUT013,2133.7679180135633
FDW45,OUT010,342.33182146055833
NCN30,OUT049,1436.5043758374575
FDN24,OUT049,946.4587149635615
NCL41,OUT027,1620.9748633403844
FDR02,OUT019,145.2636888326642
FDD09,OUT010,595.0281315278775
FDS33,OUT010,95.8795698287699
FDU22,OUT045,1755.4417821262386
FDI53,OUT013,2358.5022057967008
DRH01,OUT049,2608.095829508645
FDX32,OUT013,2056.175600627807
NCP30,OUT018,638.4019072074298
FDB60,OUT045,2960.1639125419765
FDB14,OUT049,1431.1449601279828
NCP02,OUT035,1029.4333377370715
FDJ10,OUT017,2129.404951288101
FDG34,OUT046,1691.6110315877754
NCB18,OUT017,1360.3930784180443
FDM16,OUT049,1235.1113657655253
FDW25,OUT018,1071.6189442037885
FDB35,OUT010,104.32544588944188
DRN11,OUT013,2014.880595159958
FDF41,OUT019,1179.6429107079744
FDH16,OUT045,1350.8542009283528
NCQ50,OUT018,2873.3252048982386
DRH23,OUT018,775.9699502147905
DRJ37,OUT013,2173.1530947779997
DRJ24,OUT027,4240.209139348759
FDY16,OUT035,2779.4090891969017
FDQ27,OUT045,1621.355715417242
FDZ33,OUT045,2176.9842950755997
FDF29,OUT045,1964.328728743958
FDA08,OUT049,2461.4619398685904
FDG31,OUT046,1097.327628078165
FDE34,OUT019,595.875038227263
NCR30,OUT027,2200.9119612893865
FDV33,OUT035,4282.061566328627
DRZ24,OUT018,1511.9744959488378
NCL54,OUT035,2580.0214053950785
FDR12,OUT049,2614.9655514960705
NCC54,OUT046,3805.955774284119
DRN59,OUT013,852.4872881574596
FDX50,OUT019,143.02454740798123
FDV31,OUT027,4086.7573922657443
NCA29,OUT027,4000.706329124006
FDW60,OUT049,2700.8260522757187
FDX08,OUT017,2758.0233232066353
DRD49,OUT013,3626.936266260939
FDD33,OUT046,3598.523915823546
FDW35,OUT013,815.667356216557
FDJ36,OUT017,1568.1705896227722
FDV51,OUT035,2469.2944441680506
FDW36,OUT046,1568.1966752093538
FDH35,OUT046,2433.5230003542256
NCS30,OUT027,3161.9242896988894
FDN49,OUT017,840.1607201083795
FDL08,OUT018,3500.6431417046283
FDI09,OUT013,3741.49547671882
FDP19,OUT018,1579.5721415536382
FDU21,OUT010,0.35953731723675353
NCP41,OUT045,1596.8789962373257
FDY10,OUT013,1604.25367185175
FDP12,OUT018,637.154163838658
NCN26,OUT049,1723.4774815836324
FDK44,OUT013,2490.930590809874
FDC28,OUT049,1624.3189089291639
FDJ41,OUT027,6090.195443334367
NCT29,OUT035,1817.8929725260987
NCH42,OUT019,995.4809851105973
FDU60,OUT018,2155.904902057027
FDS02,OUT045,2940.247360408966
FDC51,OUT046,1850.9472171759573
FDU03,OUT013,2689.0132838579775
FDX39,OUT045,3309.1581834423246
NCY05,OUT010,0.4314302978307479
NCL06,OUT027,5993.810712779693
FDD32,OUT035,1298.7389046246344
NCN41,OUT045,1792.5937450242798
NCX53,OUT049,2071.10693075442
FDU57,OUT019,362.5438324293732
FDQ23,OUT046,1551.9658308262171
FDQ52,OUT045,3945.1966010544143
FDC14,OUT045,858.7710481147434
FDY09,OUT035,2650.571813007404
FDQ28,OUT045,2338.739471293295
FDV25,OUT046,3429.54956816891
FDJ07,OUT035,1739.2234422972904
DRB25,OUT049,1586.4532191303804
FDK52,OUT019,950.5372093856012
FDY52,OUT027,2051.148031155473
FDB28,OUT046,2985.8863277449263
FDT36,OUT035,787.4167346042495
FDV25,OUT017,3487.9819876696956
NCN07,OUT027,3170.62013583025
FDC57,OUT017,2978.406772128882
FDQ03,OUT018,3371.363421957238
FDU23,OUT017,2494.046239957824
NCX41,OUT035,3273.857250081869
NCD06,OUT035,898.0393853962822
FDW08,OUT045,1563.141664506411
NCU29,OUT017,2164.915337935238
NCE06,OUT013,2308.6907345652116
FDV52,OUT010,196.12810571811812
FDB02,OUT017,2711.84386824881
NCR18,OUT045,862.7741451808633
FDK16,OUT049,1444.3967064265837
NCQ29,OUT010,1359.004887687519
FDZ01,OUT019,135.31728082941825
FDW27,OUT035,2360.976789949426
FDD17,OUT018,3355.792011005043
FDW39,OUT013,2627.3626108824324
DRH59,OUT045,1170.9720448363814
FDS52,OUT013,1475.98658997583
FDU40,OUT027,4470.182585273274
NCF54,OUT013,2498.1311678991597
FDH46,OUT045,1592.0275047496752
NCP14,OUT049,1546.3433022513275
FDH50,OUT049,2834.5179520576944
DRF15,OUT010,389.1535798014531
FDV27,OUT027,2477.1639981555904
NCJ06,OUT049,1762.3715439594873
FDN02,OUT018,2734.6055206143337
FDQ51,OUT049,928.7401344955505
FDQ07,OUT017,3531.115070049318
FDS45,OUT049,1633.575511718165
NCJ06,OUT045,1770.2690372277552
FDD36,OUT035,1727.0730992373265
FDY25,OUT045,2725.519902251672
FDU52,OUT046,2274.187437494354
DRK47,OUT017,3581.492379361881
NCL30,OUT017,1896.1560331042222
FDN22,OUT035,4088.864903315628
NCF30,OUT027,3066.226172841717
FDK03,OUT035,4198.756078024929
