Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS23,OUT013,42.4921819280711
FDO49,OUT018,26.944774025411633
FDS35,OUT049,32.74675244298475
DRK39,OUT045,34.74207369972402
DRI39,OUT049,30.671381262108476
FDV04,OUT017,48.32531068212669
NCN14,OUT035,52.41026330551147
FDH08,OUT013,59.708233867854936
FDS20,OUT046,52.399134716000646
FDV40,OUT049,34.341489054580094
FDZ48,OUT010,13.00338892828696
FDS24,OUT027,49.961343039494025
FDK44,OUT049,50.806769933825144
FDS48,OUT045,47.391581737855496
FDK26,OUT010,26.836640902023962
FDD23,OUT045,53.70225059219988
NCH54,OUT017,48.83542112841885
NCP14,OUT010,11.853181559300156
FDM60,OUT010,1.968398487874918
FDV24,OUT017,47.746087320021736
FDH08,OUT018,56.56114363480476
FDS12,OUT027,55.869665360347206
FDR39,OUT027,64.84638838069407
FDP12,OUT027,41.62126453702947
DRF60,OUT027,73.10702067721019
FDC09,OUT035,39.69221637405622
FDF50,OUT018,52.25631960201594
FDG28,OUT035,62.45037432825951
NCE19,OUT017,31.472833355551437
NCM53,OUT010,12.372600766060142
NCN18,OUT049,40.624844280525785
FDF32,OUT035,54.98849154428881
FDF11,OUT013,61.434641919929355
DRI59,OUT049,59.52036899359353
NCG54,OUT035,49.982753211143596
FDM44,OUT046,38.99500918248289
FDT57,OUT018,58.03116255748821
FDV24,OUT046,47.44830993894528
FDI50,OUT019,32.76121055805898
FDS09,OUT035,31.609442058299855
NCC31,OUT027,60.11114892503711
FDQ07,OUT019,30.236713368232948
FDC22,OUT017,54.775136089563105
FDZ56,OUT046,50.09280271212024
FDZ40,OUT019,2.47813687206361
FDS46,OUT027,55.103431223463964
DRD24,OUT045,44.81716329153886
FDV45,OUT017,53.958845714136594
FDL26,OUT045,48.55916970672201
FDA56,OUT018,39.19840363715007
FDN27,OUT046,41.998417417026225
FDM20,OUT049,62.7032309459313
FDO16,OUT017,35.92525323614177
FDL03,OUT035,55.27822921998047
FDE58,OUT046,41.79293522466824
FDI02,OUT027,54.39824424025045
NCC55,OUT019,0.16636436333241988
FDR03,OUT018,53.49138663106263
FDB14,OUT017,38.791177734260394
FDR45,OUT013,61.623839563964346
NCN07,OUT017,44.11047599953364
FDM51,OUT019,11.74209719081761
FDT52,OUT027,75.02841662516545
FDL26,OUT046,48.32536604918295
NCZ42,OUT046,61.45192246497793
DRI47,OUT019,18.12853438531466
FDW40,OUT013,44.59271060474038
FDN34,OUT046,50.94036680312928
FDS01,OUT035,52.6178897524456
NCG55,OUT045,41.142885993168
FDC11,OUT035,36.40474664112605
FDX35,OUT018,56.168641635994625
NCB06,OUT046,48.475853171605685
FDR09,OUT019,36.960788214240075
FDC53,OUT017,38.20107422651639
FDY45,OUT013,63.924912871682984
FDA22,OUT010,22.31651649617064
FDE02,OUT035,38.79460920237331
FDW21,OUT045,39.86962096817606
FDV34,OUT046,35.30935865027836
FDS59,OUT049,40.42015124802321
NCW17,OUT017,43.56487829783553
NCK54,OUT046,41.410761311025844
FDG17,OUT019,34.13711842334976
FDG35,OUT017,51.36394130096756
FDD08,OUT010,1.0611096902736055
NCO07,OUT017,57.63936652286822
FDJ10,OUT010,18.688092977589744
FDW36,OUT017,40.00750137216221
FDW21,OUT010,12.414984413347913
FDY19,OUT017,41.861514839206684
DRE03,OUT013,28.09588735148634
NCC55,OUT049,28.506484334665068
FDH52,OUT010,5.189075368337361
FDO09,OUT017,66.63534822498141
FDU43,OUT045,61.869855020735976
FDX09,OUT010,23.831102921731098
FDH40,OUT019,7.525415452943971
FDW58,OUT017,40.080421814383705
FDC47,OUT017,60.07159314515915
NCR41,OUT035,37.898730210071584
DRG49,OUT035,62.04064366021499
FDC52,OUT027,59.16907919011246
FDY13,OUT046,35.44241783178021
FDY35,OUT013,28.948406543959024
FDI35,OUT017,52.4042812293897
NCU18,OUT049,45.39412839696836
FDY33,OUT018,45.525511014412906
FDC15,OUT027,59.230272745497125
FDU01,OUT049,54.26889976184494
NCU42,OUT046,50.07460548358684
NCV29,OUT018,48.09122622417837
NCY30,OUT017,52.340987692993984
FDQ46,OUT049,41.1814178979889
FDG58,OUT027,60.824631713233394
FDK33,OUT017,57.9729982044612
NCD07,OUT045,41.134322772114096
NCX29,OUT027,58.476512209383266
NCT42,OUT013,45.949755006399904
DRN59,OUT035,29.93981625336243
FDI44,OUT035,35.21020874884315
FDA45,OUT049,51.671577504184576
FDP31,OUT045,33.0927481215354
FDY01,OUT046,42.20186909042105
FDT09,OUT018,41.494212186413115
DRH03,OUT027,49.34723157581048
FDA36,OUT018,50.03499448062697
NCF31,OUT017,47.630738201730885
FDG14,OUT049,48.56989392290377
FDG28,OUT027,75.12262629383852
FDU14,OUT049,62.23321711346508
FDY47,OUT019,15.673337347924239
FDI56,OUT049,37.254757137462605
DRD01,OUT013,30.707535931474368
FDM22,OUT046,32.20438619670232
FDH33,OUT013,28.77457800924155
DRZ24,OUT013,40.495884395439575
NCQ38,OUT046,39.84282207878534
FDO16,OUT027,48.290036373345394
FDU07,OUT027,59.33094220376498
NCB07,OUT013,53.17782223040508
FDU48,OUT045,44.19098159540399
NCM43,OUT045,49.67588402735159
FDR31,OUT010,18.936873547382735
DRK49,OUT018,25.029857664427904
NCI30,OUT010,34.526485449306584
DRD60,OUT017,51.718573843276296
NCG19,OUT046,60.38629030654936
FDH12,OUT035,39.95180373063004
FDM32,OUT035,37.39435156521538
FDM27,OUT035,48.60907844640928
NCU53,OUT027,62.188093450920086
NCQ18,OUT046,38.14530253394591
FDS10,OUT013,51.32728522827321
FDB33,OUT027,60.77852427049279
FDI12,OUT013,36.39984072007805
NCW42,OUT013,57.658312709010595
NCC06,OUT018,39.71807437782288
FDW02,OUT017,42.627292159219365
NCD43,OUT017,39.66083979654034
FDM57,OUT018,33.22907361860185
FDA58,OUT017,61.78133908603886
FDK56,OUT046,52.563882282006546
FDP52,OUT045,60.19942259357351
FDW20,OUT018,39.118998338096596
FDS52,OUT049,38.608766122276606
NCT29,OUT018,38.49343118201622
NCL54,OUT013,50.340153815663555
FDC05,OUT045,54.6644003057831
FDF34,OUT035,55.6493688897381
FDP03,OUT027,56.09068872170348
FDD32,OUT010,8.737751968884503
FDZ10,OUT045,43.63318515809711
FDZ40,OUT035,30.92348183787974
FDD51,OUT018,24.70766415388761
NCY30,OUT019,23.40804708153855
FDP58,OUT017,58.57092353447873
FDV49,OUT017,66.90697588233067
FDY24,OUT019,3.056334078886578
NCO55,OUT017,40.32849365457598
FDR13,OUT017,43.08330385540508
FDS51,OUT017,33.21017345625099
FDP26,OUT045,38.1656668169534
NCB54,OUT027,56.075860170010536
FDF32,OUT017,54.83621998652048
FDN31,OUT018,49.85914433617531
DRM48,OUT017,27.74625245117219
FDN20,OUT049,50.10750225790557
DRL01,OUT046,60.407773222171535
FDV56,OUT049,40.46591057264667
DRH13,OUT027,52.04893431899067
FDA03,OUT017,45.614941796897234
FDF47,OUT027,71.47293953076041
FDX32,OUT046,46.60174606017403
FDX57,OUT049,38.990875403870255
NCA30,OUT045,53.09094238301856
FDO49,OUT013,29.747457503057788
FDL04,OUT019,10.595367361485112
DRM48,OUT035,27.76785765642227
FDR16,OUT013,56.40526362986018
NCC19,OUT018,50.277790004058794
NCE42,OUT045,60.698148593025685
FDY24,OUT017,32.287568603014044
FDH19,OUT049,51.557711226699915
FDJ46,OUT013,50.503526145650405
FDN45,OUT010,31.58501078525837
FDY08,OUT035,45.57517801009508
FDZ37,OUT035,38.03064023970739
NCT30,OUT045,29.873048671667753
DRY23,OUT018,25.48511103586379
NCZ30,OUT018,38.79533261141257
FDC44,OUT018,37.12060908433059
FDB45,OUT035,39.511253628790556
FDY04,OUT013,48.2903457949181
FDM27,OUT046,49.32761329659107
FDZ43,OUT017,62.60316973665626
FDT39,OUT019,19.76004571988814
NCC06,OUT019,14.729569609852838
FDL15,OUT027,60.49122073188483
FDL57,OUT017,65.56793925011712
FDU08,OUT046,38.598925199218876
FDK40,OUT017,65.6265802298197
FDQ12,OUT010,32.69865046569565
FDS48,OUT017,47.736787536202144
FDP09,OUT045,57.40242292202091
FDW21,OUT049,39.70413554446034
FDY25,OUT035,53.02148702489722
DRE13,OUT017,36.20729693801207
FDV43,OUT019,0.9320393034880095
FDD22,OUT045,40.9529760201544
FDM46,OUT019,9.196269834804028
NCO30,OUT010,24.895888058108625
FDM25,OUT046,50.79185785453114
NCN41,OUT049,42.51677274347389
FDU24,OUT045,38.2442370145672
FDZ50,OUT046,51.61256681611686
FDP45,OUT013,63.68017893984379
NCM54,OUT045,42.723652500598725
FDW10,OUT019,23.114126448038967
FDP20,OUT017,43.46698478028316
FDK32,OUT046,47.45245545537894
FDN52,OUT049,36.640878938854094
FDM58,OUT045,41.36395688333514
FDZ46,OUT027,53.4009878923287
NCA18,OUT018,37.91803091544078
FDD35,OUT046,42.35716114871865
NCK31,OUT035,30.860447937797105
FDI40,OUT027,51.158513106236704
FDT50,OUT019,9.063235838740338
NCT06,OUT046,49.11067020985565
FDT31,OUT035,53.21180745497262
FDT45,OUT049,31.455759135203394
FDT13,OUT045,53.87884237271599
FDO50,OUT045,37.94189711110933
NCU18,OUT010,17.578117078282954
NCR54,OUT049,54.09786642184323
NCO18,OUT018,47.96765378977693
FDU09,OUT045,32.38078707270635
FDT13,OUT018,50.501199245360425
FDE09,OUT046,40.85630567293743
NCK53,OUT019,10.677125494986882
FDG45,OUT049,57.619332047272785
DRH15,OUT035,28.541646859004025
FDO21,OUT019,31.763990125598156
FDD14,OUT027,65.6743654806682
FDC09,OUT046,39.586310393285096
FDH45,OUT027,42.252274590408604
FDV32,OUT046,32.97830125336807
FDG12,OUT035,42.90664703206215
FDS32,OUT013,44.999781538552156
NCL55,OUT018,60.293266663923056
DRE01,OUT035,61.57550770991973
DRE15,OUT049,33.931736511807244
NCL42,OUT045,62.55783636011996
FDP31,OUT013,32.14116581988294
FDN33,OUT018,34.94242444686888
FDZ59,OUT046,50.081166745647074
FDE45,OUT010,24.023047747788745
FDJ07,OUT013,41.64072548042672
FDQ45,OUT018,50.06584359735425
FDM33,OUT027,71.13836383217875
FDO15,OUT010,8.055831396324164
FDM46,OUT013,37.02857660930301
FDR03,OUT045,56.918209596929664
FDY49,OUT018,47.42615497247557
FDQ60,OUT045,42.50914173772928
FDW10,OUT049,51.68633941109197
FDO51,OUT049,30.691025466607805
FDJ40,OUT018,36.642561944099604
FDS20,OUT018,48.81218352799082
FDU45,OUT013,40.85913426903404
FDV02,OUT035,48.92659730705718
FDN09,OUT046,62.46196453087939
NCM55,OUT027,65.69088818392231
FDN23,OUT018,42.73693234732858
FDY31,OUT010,18.674123200571117
FDW03,OUT010,13.242048051618344
FDD14,OUT046,52.83654622422653
FDV23,OUT017,42.80851636694181
DRI03,OUT045,50.11093706610264
FDN13,OUT035,37.92608072831063
FDF45,OUT027,45.17574612839576
FDU46,OUT035,37.69532123042993
FDB57,OUT049,59.27249531752236
FDV12,OUT049,39.56664854664433
FDQ58,OUT013,46.98153291693349
NCA18,OUT017,41.45881187847332
FDH52,OUT049,32.61204163010711
FDM24,OUT018,44.2762873576818
NCP43,OUT027,64.8671073292461
NCO18,OUT019,22.899869320277908
FDM32,OUT017,37.48885024674585
NCL07,OUT017,29.086543256796702
FDK03,OUT013,62.34224289380476
FDP59,OUT017,39.32140859067281
FDQ24,OUT049,63.953882053112245
FDQ16,OUT018,36.275454200013755
FDU44,OUT013,48.388098476689926
FDH28,OUT010,0.7274459773907953
FDV28,OUT019,-0.5899935883417684
FDM22,OUT045,31.931462585970145
FDR56,OUT046,54.731272132964875
FDV39,OUT049,55.26080719479969
FDU37,OUT019,8.287601371350341
FDQ11,OUT010,37.222436579349036
FDX02,OUT045,57.71124891134857
NCS42,OUT018,33.88692740939443
FDY57,OUT027,51.04443448205901
FDB21,OUT049,61.97942554143105
FDE28,OUT017,60.12493323891406
FDQ55,OUT017,41.66209451505146
FDA48,OUT049,59.14574765738897
FDZ19,OUT045,50.91618007561126
NCC43,OUT045,63.51696773873673
NCV18,OUT046,35.53729440408995
NCA42,OUT018,44.912232986886636
FDY45,OUT046,64.7308706333639
NCC30,OUT045,51.43824180761154
FDM57,OUT013,36.39323278594787
FDL09,OUT010,22.466310627463624
FDB09,OUT027,55.32758007417315
FDT44,OUT035,41.728283281411386
NCT06,OUT027,61.657410283171465
FDX26,OUT049,51.14311216552515
FDK32,OUT013,47.09504055262397
DRA12,OUT046,45.22165790478273
FDO46,OUT010,26.538788779570776
FDE52,OUT013,35.14682663586394
NCH42,OUT045,60.012175623907176
FDV08,OUT035,29.45517452473262
FDB47,OUT018,53.82439109710882
FDC28,OUT010,12.4562679432406
FDD22,OUT046,41.2936014838666
FDS07,OUT027,53.66297398737419
DRI13,OUT045,57.34143032063657
FDG32,OUT018,55.028447274162836
FDU14,OUT017,62.41413193018753
FDD28,OUT019,3.22280572690023
NCP41,OUT017,40.586767961337955
FDS08,OUT049,51.251355090805234
FDX47,OUT045,48.389488304261775
FDC53,OUT019,10.236040730576496
FDQ19,OUT035,62.57125006370017
FDL14,OUT045,49.087256754332365
FDM33,OUT019,30.567605287433814
FDA51,OUT045,39.913940988853206
FDZ27,OUT018,25.79779143964961
FDT04,OUT046,28.413705577343165
DRC13,OUT049,42.85157117709153
FDR16,OUT027,69.94217494720272
FDQ03,OUT027,74.39475197312728
FDE38,OUT035,50.905837528123584
DRH23,OUT027,44.03852759802924
FDT11,OUT019,25.066000465285516
FDD09,OUT035,51.953681735093944
FDR40,OUT045,35.874785919596185
FDX07,OUT017,53.065443038557625
FDR07,OUT035,38.12225731109766
FDA51,OUT017,40.37135147161552
FDT59,OUT019,31.683270626863376
FDF20,OUT017,54.63766180863855
FDR13,OUT045,42.493487138121786
FDY26,OUT049,56.05161446758532
FDW04,OUT017,43.892207505544896
FDK52,OUT017,59.200976882015716
FDN60,OUT049,48.40042810481655
FDM09,OUT019,22.73366565329927
FDP46,OUT049,37.13253153919857
FDB50,OUT019,7.464065066053546
NCQ29,OUT049,64.79042328789586
FDP16,OUT027,74.71092692434681
FDX33,OUT018,46.000823515472725
FDP07,OUT010,26.88235564034744
FDN22,OUT046,64.01483421356627
FDF39,OUT049,64.66502477839572
FDS21,OUT017,33.29982879658971
NCM42,OUT013,39.185725749400156
FDK50,OUT019,21.800312891059665
DRF13,OUT027,58.470332137970324
FDH35,OUT018,45.62773119580164
FDP60,OUT018,35.41815631343598
DRJ49,OUT027,55.753272433879125
NCT42,OUT019,18.283240186050975
FDE38,OUT049,50.901234943386314
FDI04,OUT049,54.90471471150337
NCH54,OUT045,47.950614627112266
FDT56,OUT049,32.30112826965588
DRD15,OUT018,55.80830990080933
FDV58,OUT013,53.79443204481896
FDP21,OUT049,54.07117086795361
FDH05,OUT013,59.65272098663201
FDR10,OUT027,61.86097788300933
NCP06,OUT045,46.51762729866585
FDF33,OUT049,41.57897508226227
DRK37,OUT013,52.19851961363677
DRH49,OUT045,35.54120567910898
FDT58,OUT013,49.47262540269891
FDD41,OUT018,35.939994797319166
FDP40,OUT018,37.08845535195497
FDM51,OUT027,52.43500289477088
FDO45,OUT010,9.731623371709196
FDW33,OUT010,12.452313508476443
FDY24,OUT045,32.17085686966655
FDB10,OUT010,34.06557192963597
FDM40,OUT035,44.99787404114766
NCI06,OUT017,52.109748303833086
FDW12,OUT019,18.402031788748097
FDX48,OUT027,61.062538681591114
NCW05,OUT027,52.21829271789386
FDX27,OUT017,37.137471893566115
DRM37,OUT045,54.10167012654649
FDA38,OUT045,60.919896723156405
FDR36,OUT046,29.560406550138417
FDZ45,OUT046,55.25550118428081
FDG05,OUT017,48.486465708645
FDK28,OUT013,63.673857786902396
FDV47,OUT045,35.97495126673282
FDN21,OUT045,48.86142168227675
FDP20,OUT027,55.74784640894942
FDI35,OUT045,52.109926705146314
DRY23,OUT013,28.485558637580652
FDA56,OUT017,42.887035676411216
FDB09,OUT013,41.762851569421976
NCO26,OUT027,53.86858872435246
FDQ49,OUT018,44.40000551731632
FDI52,OUT027,54.38273122797104
FDZ44,OUT027,54.16863118148738
FDZ09,OUT018,46.00399647052419
FDY03,OUT049,41.66938766503141
NCG42,OUT017,43.63235171388961
DRI13,OUT027,70.15966264890241
FDQ32,OUT013,42.57240301029943
FDW16,OUT035,37.23636995347034
FDU27,OUT046,30.471759607972146
FDR28,OUT010,21.460723516098284
FDQ49,OUT010,20.543964393593924
FDS37,OUT046,42.33710086232281
FDW26,OUT018,54.13366724321994
FDX12,OUT018,59.12300679292337
NCP06,OUT013,46.057501326044196
FDW45,OUT010,18.889865489452134
NCN30,OUT049,37.765346375471125
FDN24,OUT049,31.29997861375324
NCL41,OUT027,40.27493830093161
FDR02,OUT019,10.920252895107517
FDD09,OUT010,24.498110743906672
FDS33,OUT010,10.015610338538746
FDU22,OUT045,42.21698621677154
FDI53,OUT013,48.10693089184225
DRH01,OUT049,50.499065017611905
FDX32,OUT013,45.34194859657838
NCP30,OUT018,25.09974869971291
FDB60,OUT045,54.88203585140646
FDB14,OUT049,38.75858372136348
NCP02,OUT035,31.86024171642584
FDJ10,OUT017,46.37157157613215
FDG34,OUT046,41.380323792710364
NCB18,OUT017,36.720659911907546
FDM16,OUT049,34.67553411582238
FDW25,OUT018,33.656087364348046
FDB35,OUT010,10.049295009083403
DRN11,OUT013,45.01469245228445
FDF41,OUT019,33.99593279300931
FDH16,OUT045,36.337861093582774
NCQ50,OUT018,53.47038933042541
DRH23,OUT018,27.98536189312447
DRJ37,OUT013,45.97794842474827
DRJ24,OUT027,64.4891770027071
FDY16,OUT035,52.27168015099594
FDQ27,OUT045,40.52474703309746
FDZ33,OUT045,46.978911070351295
FDF29,OUT045,43.82736805825677
FDA08,OUT049,49.625488590082405
FDG31,OUT046,33.54150360474598
FDE34,OUT019,24.71621888227867
NCR30,OUT027,46.73117015535677
FDV33,OUT035,65.67572847527288
DRZ24,OUT018,38.210000023025955
NCL54,OUT035,50.622938514837095
FDR12,OUT049,51.58119554474494
NCC54,OUT046,61.815512578591274
DRN59,OUT013,29.29596866910513
FDX50,OUT019,10.845135471022562
FDV31,OUT027,64.01490789873415
NCA29,OUT027,63.082758489156795
FDW60,OUT049,52.386504252474175
FDX08,OUT017,52.587371894442065
DRD49,OUT013,59.6219492370465
FDD33,OUT046,60.12056433943072
FDW35,OUT013,28.37200523096125
FDJ36,OUT017,40.012479547200684
FDV51,OUT035,50.106767816893345
FDW36,OUT046,40.11933840051812
FDH35,OUT046,49.29678591459997
NCS30,OUT027,56.065730722904725
FDN49,OUT017,28.574865136568754
FDL08,OUT018,59.254883133899234
FDI09,OUT013,62.648875291390745
FDP19,OUT018,39.83236631640056
FDU21,OUT010,0.8544096485902903
NCP41,OUT045,39.98043794875206
FDY10,OUT013,40.408467232073086
FDP12,OUT018,25.611397749014138
NCN26,OUT049,41.366530510836775
FDK44,OUT013,50.0202875004508
FDC28,OUT049,39.94278352456654
FDJ41,OUT027,77.68229946280255
NCT29,OUT035,42.66225409503577
NCH42,OUT019,31.37337557021428
FDU60,OUT018,46.87055414774915
FDS02,OUT045,53.03590993044124
FDC51,OUT046,41.84693538345342
FDU03,OUT013,52.21746306414163
FDX39,OUT045,57.842036018231006
NCY05,OUT010,0.7118057570338925
NCL06,OUT027,77.28008880602337
FDD32,OUT035,35.989598348649515
NCN41,OUT045,42.37044189389928
NCX53,OUT049,45.608911194821964
FDU57,OUT019,19.27187563082515
FDQ23,OUT046,39.234334147138874
FDQ52,OUT045,62.4679617937523
FDC14,OUT045,30.128137834719155
FDY09,OUT035,51.821433972976216
FDQ28,OUT045,47.876914976998876
FDV25,OUT046,59.547516832764636
FDJ07,OUT035,42.07128997014861
DRB25,OUT049,39.219716634218955
FDK52,OUT019,30.457788667277683
FDY52,OUT027,44.883094231167696
FDB28,OUT046,53.58309361337743
FDT36,OUT035,28.53288734618397
FDV25,OUT017,60.01013230975888
NCN07,OUT027,56.53383126418527
FDC57,OUT017,54.58264431458111
FDQ03,OUT018,58.41777067328538
FDU23,OUT017,49.77925585718054
NCX41,OUT035,57.277410953935394
NCD06,OUT035,29.77178370692352
FDW08,OUT045,39.593280583396854
NCU29,OUT017,46.545034505007926
NCE06,OUT013,47.873140508587305
FDV52,OUT010,13.611947906314022
FDB02,OUT017,52.928920907814565
NCR18,OUT045,29.16412429318634
FDK16,OUT049,37.635170447021544
NCQ29,OUT010,36.981519239420585
FDZ01,OUT019,12.447082041548747
FDW27,OUT035,48.89095017516761
FDD17,OUT018,57.55676314653024
FDW39,OUT013,51.564742616492374
DRH59,OUT045,34.29274993219209
FDS52,OUT013,38.01854647135443
FDU40,OUT027,66.48917197877034
NCF54,OUT013,49.843321398758185
FDH46,OUT045,40.088658868359694
NCP14,OUT049,39.17920760100593
FDH50,OUT049,54.15067744918192
DRF15,OUT010,18.68646050493837
FDV27,OUT027,50.0700971054194
NCJ06,OUT049,41.86742732071172
FDN02,OUT018,53.28938909247358
FDQ51,OUT049,30.813592861068805
FDQ07,OUT017,59.426450226051294
FDS45,OUT049,40.65791877829938
NCJ06,OUT045,41.90161163260657
FDD36,OUT035,42.03471461045093
FDY25,OUT045,53.14956458023493
FDU52,OUT046,47.33211339681761
DRK47,OUT017,59.9634878840018
NCL30,OUT017,43.38752803399732
FDN22,OUT035,64.23565008686322
NCF30,OUT027,55.213611000975824
FDK03,OUT035,63.62597315570846
FDT45,OUT017,31.948226635212087
NCC54,OUT027,74.07954491573449
FDP08,OUT018,51.04337942802273
FDU44,OUT046,49.50029680232504
DRG39,OUT035,29.878595264059896
FDU32,OUT049,42.55856726893841
FDY27,OUT049,50.75187341278762
NCP54,OUT013,41.61886798557159
NCZ41,OUT049,43.030310387627104
DRL49,OUT013,44.566838257520466
FDI05,OUT018,31.24411533253498
FDY56,OUT045,59.78594015312638
DRC13,OUT013,42.08100378296127
NCV29,OUT017,52.14079897075283
FDR24,OUT049,37.662142597997594
FDZ34,OUT018,50.28933493541286
FDP37,OUT035,42.45503226465278
FDX08,OUT027,64.61710000282295
FDS57,OUT045,45.722659639547665
NCG18,OUT049,39.0644440398648
